id,low,high,open,close,amount,quantity,buytakeramount,buytakerquantity,tradecount,ts,weightedaverage,interval_type,starttime,closetime,dt_create_utc,ts_create_utc,ts_insert_utc,year,month,day,hour
BTC_USDT,44000.63,44000.64,44000.64,44000.64,8929.62,0.202943,7855.87,0.17854,17,0,44000.63,MINUTE_1,1704153600,1704153659,2024-01-02,2024-01-02 00:00:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44000.63,44064.64,44000.64,44048.8,115477.93,2.623096,90128.08,2.047561,95,0,44023.54,MINUTE_1,1704153660,1704153719,2024-01-02,2024-01-02 00:01:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44032.15,44064.64,44049.21,44048.82,144342.17,3.276832,79693.06,1.809105,110,0,44049.3,MINUTE_1,1704153720,1704153779,2024-01-02,2024-01-02 00:02:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44032.18,44058.01,44036.33,44054.28,132460.02,3.007283,67988.66,1.543584,111,0,44046.41,MINUTE_1,1704153780,1704153839,2024-01-02,2024-01-02 00:03:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44050.02,44064.64,44054.09,44064,107998.11,2.451369,58469.11,1.327138,93,0,44056.24,MINUTE_1,1704153840,1704153899,2024-01-02,2024-01-02 00:04:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44064.32,44064.64,44064.35,44064.64,98223.49,2.229081,72208.32,1.638692,39,0,44064.57,MINUTE_1,1704153900,1704153959,2024-01-02,2024-01-02 00:05:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44064.03,44132.66,44064.64,44108.41,137626.8,3.12039,89933.04,2.039123,146,0,44105.64,MINUTE_1,1704153960,1704154019,2024-01-02,2024-01-02 00:06:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44100.01,44150,44100.01,44139.83,123341.72,2.795125,60536.53,1.371883,108,0,44127.44,MINUTE_1,1704154020,1704154079,2024-01-02,2024-01-02 00:07:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44138.34,44152.49,44150,44151.35,137804.6,3.121251,59038.23,1.337209,102,0,44150.44,MINUTE_1,1704154080,1704154139,2024-01-02,2024-01-02 00:08:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44133.61,44164.62,44151.33,44161.66,158980.6,3.600632,94756.95,2.146057,110,0,44153.53,MINUTE_1,1704154140,1704154199,2024-01-02,2024-01-02 00:09:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44121.63,44164.62,44161.6,44130.44,138078.45,3.128161,69410.3,1.572455,92,0,44140.46,MINUTE_1,1704154200,1704154259,2024-01-02,2024-01-02 00:10:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44126.9,44164.62,44128.61,44164.62,165251.75,3.742746,75001.1,1.698622,124,0,44152.54,MINUTE_1,1704154260,1704154319,2024-01-02,2024-01-02 00:11:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44163.74,44205.21,44164.62,44205.16,139091.22,3.1476,73949.58,1.673487,122,0,44189.61,MINUTE_1,1704154320,1704154379,2024-01-02,2024-01-02 00:12:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44200,44279.05,44209.57,44254.81,125145.45,2.829487,73434.82,1.660347,135,0,44229.04,MINUTE_1,1704154380,1704154439,2024-01-02,2024-01-02 00:13:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44241.9,44350.45,44253.03,44320.7,129106.99,2.914909,66055.98,1.491384,158,0,44291.95,MINUTE_1,1704154440,1704154499,2024-01-02,2024-01-02 00:14:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44280.01,44364.62,44305.3,44330.89,155593.12,3.50993,93862.58,2.117261,125,0,44329.41,MINUTE_1,1704154500,1704154559,2024-01-02,2024-01-02 00:15:59.999,2024-01-08 03:36:48.000,2024,1,2,0
BTC_USDT,44272.91,44364.61,44326.71,44283.2,167955.8,3.79044,81020.81,1.828369,119,0,44310.38,MINUTE_1,1704154560,1704154619,2024-01-02,2024-01-02 00:16:59.999,2024-01-08 03:36:48.000,2024,1,2,0
