id,low,high,open,close,volume,dt
ADA_USDT,0.51,0.60757,0.59698,0.55024,18576860,2024-01-03
BNB_USDT,290.01,335.2,312.05,315.96,8091245,2024-01-03
ETH_USDT,2172,2383.39,2355.09,2210.18,73807936,2024-01-03
SHIB_USDT,0.000008768,0.000010348,0.000010158,0.000009464,14516495,2024-01-03
BTC_USDT,41838.58,45471.12,44937.32,42854.01,144745824,2024-01-03
DOGE_USDT,0.076314,0.089731,0.089232,0.080961,16714742,2024-01-03
LTC_USDT,54.531,73.016,72.305,65.088,15677204,2024-01-03
XRP_USDT,0.5,0.62,0.6073,0.5535,10454279,2024-01-03
TRX_USDT,0.1036,0.10995,0.10832,0.10677,15155587,2024-01-03
MKR_USDT,1737.03,1958.22,1823.44,1805.85,2479331,2024-01-03
BCH_USDT,236.98,267.97,257.05,238.86,16442165,2024-01-03
BTC_USDT,42628.8,44685,42840.46,44154.91,147419984,2024-01-04
BNB_USDT,311.08,324.62,315.57,323.72,8172999.5,2024-01-04
TRX_USDT,0.10637,0.10861,0.10677,0.10698,14660379,2024-01-04
DOGE_USDT,0.064614,0.081827,0.08097,0.081822,13518512,2024-01-04
LTC_USDT,64.441,66.688,65.094,66.241,15780852,2024-01-04
XRP_USDT,0.537,0.56,0.5532,0.5534,13236161,2024-01-04
MKR_USDT,1718.38,1855.83,1805.06,1774.99,2480968.5,2024-01-04
SHIB_USDT,0.000008923,0.000009903,0.000009463,0.000009786,12771872,2024-01-04
ETH_USDT,2202.51,2291.91,2210.09,2268.27,73239224,2024-01-04
BCH_USDT,236.98,241.37,238.81,240.71,16624103,2024-01-04
ADA_USDT,0.54151,0.57,0.55044,0.56373,19297482,2024-01-04
SHIB_USDT,0.000009297,0.00000982,0.000009786,0.000009711,18630504,2024-01-05
DOGE_USDT,0.079902,0.082894,0.08182,0.080999,14497621,2024-01-05
BCH_USDT,234.97,241.81,240.74,239.87,18835294,2024-01-05
BNB_USDT,308.8,326.8,323.66,317.42,9004726,2024-01-05
BTC_USDT,42761.15,44293.72,44132.21,44149.3,168203408,2024-01-05
ADA_USDT,0.51901,0.5663,0.56308,0.53525,21645796,2024-01-05
XRP_USDT,0.5297,0.5601,0.5531,0.5498,16218136,2024-01-05
ETH_USDT,2207.13,2275.42,2268,2267.92,83333280,2024-01-05
TRX_USDT,0.10327,0.10714,0.10694,0.10441,16930070,2024-01-05
MKR_USDT,1673.81,1824.55,1774.03,1739.81,2753224,2024-01-05
LTC_USDT,63.68,66.498,66.25,65.91,17697756,2024-01-05
LTC_USDT,63.204,65.978,65.91,65.185,16579614,2024-01-06
BNB_USDT,300.58,317.46,317.41,307.65,8245963.5,2024-01-06
BCH_USDT,236.98,243.53,239.87,237.16,10213514,2024-01-06
ETH_USDT,2217.88,2270.19,2268.28,2240.98,73668016,2024-01-06
MKR_USDT,1689.28,1777.09,1739.49,1698.41,2577645.5,2024-01-06
DOGE_USDT,0.0768,0.081223,0.081,0.079729,15400519,2024-01-06
BTC_USDT,43424.3,44216.17,44161.82,43959.09,144641616,2024-01-06
ADA_USDT,0.50686,0.53753,0.53526,0.52253,20415186,2024-01-06
XRP_USDT,0.504,0.55,0.5498,0.5407,16909414,2024-01-06
TRX_USDT,0.10183,0.1044,0.1044,0.10408,17057012,2024-01-06
SHIB_USDT,0.000009226,0.000009721,0.000009716,0.000009486,18845334,2024-01-06
BTC_USDT,43910.96,44250,43962.07,44105.44,5485310,2024-01-07
XRP_USDT,0.5381,0.5463,0.5406,0.54,606989.3,2024-01-07
TRX_USDT,0.10378,0.10415,0.10404,0.10396,645217.9,2024-01-07
BCH_USDT,236.99,240.05,237.15,237.96,713202.3,2024-01-07
SHIB_USDT,0.000009462,0.000009505,0.00000949,0.000009498,446994.9,2024-01-07
ADA_USDT,0.52055,0.52882,0.52243,0.52648,731773.3,2024-01-07
LTC_USDT,65.071,65.351,65.184,65.286,641239.94,2024-01-07
DOGE_USDT,0.079624,0.080443,0.079718,0.080435,520030.66,2024-01-07
MKR_USDT,1693.85,1738.1,1697.69,1726.88,98420.23,2024-01-07
ETH_USDT,2238.55,2253.42,2241.32,2250.38,2477373.5,2024-01-07
BNB_USDT,306.74,309.06,307.81,307.79,350160.16,2024-01-07
